v1,v2,v3,v4,v5
ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",¿Puedes dejarme enviarte un poco de dinero hacia tu red? te necesito... te quiero... te animo...,,
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?","Mal llamada u 2mrw en ninish, con mi dirección que icky americano desconocido no deja de llamarme 2 mal Jen k eh?",,
ham,Oooh bed ridden ey? What are YOU thinking of?,¿Qué es la cama? ¿Qué es la cama?,,
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already","Así que de todos modos, sólo puedes ir a tu gimnasio o lo que sea, mi amor *sonríe* Espero que estés bien y tengas un buen día bebé... te echo de menos tanto ya",,
ham,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,¡Amo! papá te hará gritar con placer! voy a golpear tu culo con mi pato!,,
ham,WOT U WANNA DO THEN MISSY?,¿Quieres hacer la misión?,,
ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,Yar lor espera 4 mi mamá 2 final sch entonces tener almuerzo lor... yo toda la mañana estar en casa limpiar mi habitación ahora mi habitación bastante limpia... Hee...,,
ham,Do you know where my lab goggles went,¿Sabes dónde fueron mis gafas de laboratorio?,,
ham,Can you open the door?,¿Puedes abrir la puerta?,,
ham,Waiting for your call.,Esperando su llamada.,,
ham,Nope i waiting in sch 4 daddy... ,No puedo esperar a que mi papá...,,
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327","Usted ha ganado?1,000 en efectivo o un?2,000 premio! Para reclamar, llamar09050000327",,
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.","Estoy cansado de discutir contigo sobre esta semana después de la semana.Haz lo que quieras y desde ahora, haré lo mismo.",,
ham,�� wait 4 me in sch i finish ard 5..,Esperar 4 me en sch i finalizar ard 5..,,
spam,"our mobile number has won �5000, to claim calls us back or ring the claims hot line on 09050005321.","nuestro número de teléfono móvil ha ganado 5000, para reclamar nos llama de vuelta o llame a la línea telefónica de reclamos en 09050005321.",,
ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.","Arngd matrimonio es mientras usted caminar infelizmente una serpiente mordis u. bt amor matrimonio está bailando en frnt de d serpiente &amp; sayin Me mordis, me mordis.",,
ham,Huh so early.. Then �_ having dinner outside izzit?,Huh tan temprano... ¿Entonces? ¿Tener cena fuera de izzit?,,
ham,Ok anyway no need to change with what you said,"De todos modos, no hay necesidad de cambiar con lo que dices",,
spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,Hemos intentado contactar con usted para su respuesta a nuestra oferta de 750 mins 150 textand un nuevo teléfono de vídeo 08002988890 ahora o responder para la entrega gratuita mañana,,
ham,my ex-wife was not able to have kids. Do you want kids one day?,Mi ex esposa no pudo tener hijos.¿Quieres tener hijos algún día?,,
ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,Así que cómo es Escocia. Espero que no hayas terminado de mostrar tus tendencias JJC. Cuidado. Vive el sueño,,
ham,Tell them u have a headache and just want to use 1 hour of sick time.,Diles que tienes un dolor de cabeza y solo quieres usar 1 hora de tiempo enfermo.,,
ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ","I dun thk i'll quit yet... Hmmm, can go jazz? Yogasana oso can... We can go meet em after our lessons den...",,
ham,"\Pete can you please ring meive hardly gotany credit\""""","""Pete, puedes llamarme meive casi sin crédito""",,
ham,Ya srsly better than yi tho,Mejor que el Yi tho,,
ham,"I'm in a meeting, call me later at","Estoy en una reunión, llámame más tarde en",,
spam,"For ur chance to win a �250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk","Para la oportunidad de ganar un 250 wkly shopping spree TXT: SHOP a 80878. www.txt-2-shop.com custcare 08715705022, 1x150p/wk",,
spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,Usted ha sido especialmente seleccionado para recibir un premio de 2000 libras! llamar 08712402050 ANTES de las líneas cerrar. Costos 10ppm. 16+. T&Cs se aplican. AG Promo,,
spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,PRIVADO! Su Declaración de Cuenta de 2003 para 07753741225 muestra 800 puntos S. I. M. no rescatados. Llamar 08715203677 Código de identificación: 42478 Expira 24/10/04,,
ham,You still at grand prix?,¿Todavía estás en el Gran Premio?,,
ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",Te conocí como a un desconocido y te eligí como a mi amigo.Mi amistad nunca termina mientras el mundo permanezca.¡Sé Amigo para siempre!!!,,
ham,I am great! How are you?,"Estoy muy bien, ¿cómo estás?",,
ham,Gud mrng dear have a nice day,"Dios querido, tenga un buen día",,
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,Usted tiene un importante anuncio de servicio al cliente. llame a FREEPHONE 0800 542 0825 ahora!,,
ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,Estuvo agotado en el tren esta mañana. demasiados vinos y pasteles.,,
ham,I'm going out to buy mum's present ar.,Estoy saliendo a comprar el regalo de mamá.,,
ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,No habrá más tsunamis a partir de ahora... Rajnikant dejó de nadar en el Océano Índico.,,
ham,If u sending her home first it's ok lor. I'm not ready yet.,"Si usted la envía a casa primero, está bien. no estoy listo todavía.",,
ham,Speaking of does he have any cash yet?,¿Hablando de él todavía tiene dinero en efectivo?,,
ham,Be happy there. I will come after noon,"¡Bienaventurados, yo vendré después del mediodía!",,
ham,Meet after lunch la...,Nos vemos después del almuerzo en la...,,
ham,TaKe CaRE n gET WeLL sOOn,"Entonces, que se sienta bien",,
spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES!!! info: 07946746291/07880867867,,
ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,lo que quería decir es no esperar a ver a ustedes volver a aburrirse de este banter de bridgwater,,
ham,Neva mind it's ok..,Neva Mind es OK.,,
ham,"It's fine, imma get a drink or somethin. Want me to come find you?","Es bueno, imma, toma una copa o algo.¿Quieres que venga a buscarte?",,
spam,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,22 días para empezar! Para Euro2004 U se mantendrá actualizado con las últimas noticias y resultados diariamente. Para ser eliminado envíe GET TXT STOP a 83222,,
ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,Es un juego de San Valentín... Envíe dis msg a todos los amigos... si 5 respuestas r d la misma entonces alguien realmente te ama.,,
ham,I have many dependents,Tengo muchos dependientes,,
ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,"Muchas gracias, hoy fue un buen 2 captura pero tenemos 2 encontrar más tiempo más a menudo o bien cuidar c u pronto.C",,
ham,I called and said all to him:)then he have to choose this future.,Le llamé y le dije todo :) entonces tiene que elegir este futuro.,,
ham,"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...""","""Happy Valentine's Day"" ""Sé que es temprano, pero tengo cientos de manos y bellezas para desear.",,
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,Le gusta no v shock leh. Cos diciendo shuhui es como decir leona también. Como dat casi todos conocen liao.,,
ham,For my family happiness..,Para la felicidad de mi familia...,,
ham,I come n pick �_ up... Come out immediately aft ur lesson...,I come n pick _ up... Ven inmediatamente después de la lección...,,
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,Deja que haya nieve. Deja que haya nieve. Este tipo de tiempo trae ppl juntos para que las amistades pueden crecer.,,
ham,Dear we got  &lt;#&gt;  dollars hi hi,Dear we got &lt;#&gt; dólares hi hi,,
ham,Good words.... But words may leave u in dismay many times.,Buenas palabras... pero las palabras pueden dejarte desconcertado muchas veces.,,
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,Asegúrese de que Alex sabe que su cumpleaños está dentro de quince minutos de lo que usted está interesado,,
ham,"sorry, no, have got few things to do. may be in pub later.","Perdón, no, tengo pocas cosas que hacer. puede ser en el pub más tarde.",,
ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash","Bueno, es sencillo, si solo puedes traer una copa o una bebida o algo que realmente sea un poco más útil que el dinero en efectivo.",,
ham,"Haha good to hear, I'm officially paid and on the market for an 8th","Haha bueno de oír, estoy oficialmente pagado y en el mercado por un 8o",,
ham,How many licks does it take to get to the center of a tootsie pop?,¿Cuántos licos se necesitan para llegar al centro de un tootsie pop?,,
ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,El maestro me dijo que eso hará que mi rostro se vea más largo.Darren me pide que no me corte dos cortes demasiado cortos.,,
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,Nuevo TEXTBUDDY Chat 2 chicos horny en ur área 4 sólo 25p Gratis 2 recibir Buscar código postal o en gaytextbuddy.com. TXT ONE nombre a 89693,,
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a �350 award. If your number matches call 09064019014 to receive your �350 award.,"Hoy en día, los números de Vodafone que terminan con 4882 son seleccionados para recibir un premio 350.",,
ham,Please dont say like that. Hi hi hi,"Por favor, no digas eso. hi hi hi",,
ham,Thank u!,¡Muchas gracias!,,
ham,Oh that was a forwarded message. I thought you send that to me,"Oh, eso fue un mensaje reenviado. pensé que me enviaste eso",,
ham,Got it. Seventeen pounds for seven hundred ml ��� hope ok.,Siete libras por sietecientos milímetros de esperanza ok.,,
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.","Estimado Titular de Voucher, 2 reclamar esta oferta de semanas, en su PC ir a http://www.e-tlp.co.uk/expressoffer Ts&Cs aplicar.2 textos de parada txt STOP a 80062.",,
ham,Me n him so funny...,Me parece tan gracioso...,,
ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola","Querido corazón, espero que no estés teniendo ese tipo de día! Tenga uno con muchas razones para sonreír.",,
ham,When �_ login dat time... Dad fetching �_ home now?,¿Cuándo _ login dat hora... Dad fetching _ home now?,,
ham,"What will we do in the shower, baby?","¿Qué vamos a hacer en la ducha, bebé?",,
ham,I had askd u a question some hours before. Its answer,Le había hecho una pregunta unas horas antes.La respuesta,,
ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out","Bueno, imma definitivamente necesita reemplazar antes del Día de Acción de Gracias, te lo comunicaré cuando esté fuera",,
ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ","dijo besos, besos, no puedo hacer los efectos sonoros! Él es un hombre maravilloso no es él! tipo de persona que necesita una sonrisa para iluminar su día!",,
ham,Probably gonna swing by in a wee bit,Probablemente gonna swing by en un wee bit,,
ham,Ya very nice. . .be ready on thursday,Ya muy bonito.. estar preparado para el jueves,,
ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean we���re in b���ham. Have a jolly good rest of week,¡Allo! hemos bravado los autobuses y tomado los trenes y triunfamos. me refiero a que estamos en b ham.,,
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?","Ver dibujos animados, escuchar música &amp; en la víspera tuvo que ir templo &amp; iglesia..",,
